"","ID","GMCF_2615_053","GMCF_2615_054","GMCF_2615_056","GMCF_2615_057","GMCF_2615_059","GMCF_2615_061","GMCF_2615_063","GMCF_2615_065","GMCF_2615_066","GMCF_2615_120","GMCF_2615_121","GMCF_2615_123","GMCF_2615_124","GMCF_2615_126","GMCF_2615_128","GMCF_2615_130","GMCF_2615_132","GMCF_2615_133","pcrblank1","pcrblank2","pcrblank3","pcrblank4","lambdaDNA1","GMCF_2615_053_Illumina","GMCF_2615_054_Illumina","GMCF_2615_055_Illumina","GMCF_2615_057_Illumina","GMCF_2615_058_Illumina","GMCF_2615_059_Illumina","GMCF_2615_060_Illumina","GMCF_2615_061_Illumina","GMCF_2615_062_Illumina","GMCF_2615_063_Illumina","GMCF_2615_064_Illumina","GMCF_2615_065_Illumina","GMCF_2615_066_Illumina","GMCF_2615_067_Illumina","GMCF_2615_068_Illumina","GMCF_2615_120_Illumina","GMCF_2615_121_Illumina","GMCF_2615_122_Illumina","GMCF_2615_123_Illumina","GMCF_2615_124_Illumina","GMCF_2615_125_Illumina","GMCF_2615_126_Illumina","GMCF_2615_127_Illumina","GMCF_2615_128_Illumina","GMCF_2615_129_Illumina","GMCF_2615_130_Illumina","GMCF_2615_131_Illumina","GMCF_2615_132_Illumina","GMCF_2615_133_Illumina","GMCF_2615_134_Illumina","GMCF_2615_135_Illumina","GMCF_2615_NTC1_Illumina"
"21","Hydrogenothermaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Bacillaceae",0,1,1,1,0,390,1,0,17465,1,0,0,4,0,0,1,0,163,0,1,0,0,36,77,2131,15,109,0,0,31,38,224,274,106,6,13304846,4,0,0,8,1,22,0,0,34,4,0,73,7,88,8,851160,226,0,2
"23","Listeriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,192,1,0,0,0,0,19,23,6,30,0,2825,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,34,18,0,0
"24","Paenibacillaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,270,0,0,0,0,1,17,234,49,6,0,350,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,5,294,0,0
"25","Sporolactobacillaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Staphylococcaceae",1,1,0,2,3,40,1,4,283,2,0,14,3,0,3,0,1,2,0,1,0,0,423,433,1856,2,50,0,3,11,179,237,54,4,1,35797,30,0,0,0,20,9,0,0,0,3,0,22,1,0,85,2499,1096,0,0
"27","Thermoactinomycetaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Unclassified Bacillales",0,0,0,0,0,0,0,0,185,0,0,0,1,0,0,0,1,2,0,0,0,0,34,0,583,0,11,0,0,4,234,95,51,29,0,3038,1,0,0,0,0,11,0,1,0,0,0,66,2,0,0,237,931,0,0
"29","Enterococcaceae",1,2,0,0,0,0,0,0,4830,5,0,1,0,0,1,0,0,18,0,0,0,0,322,317,9,0,0,0,0,1,6,760,4,37,0,1043163,2,0,0,0,3,10,0,0,0,0,0,2,0,0,1,180949,2747,0,1
"30","Lactobacillaceae",0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1195,0,544,2,2,0,0,3,2,8,38,0,0,1445,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,41,0,0
"31","Streptococcaceae",0,0,0,0,0,0,0,0,7696,0,0,0,1,0,0,0,0,201,1,0,0,0,2963,0,1093,217,4,0,0,5,9,7,96,0,0,1753840,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,899363,1,0,0
"32","Unclassified Lactobacillales",0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,1,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"33","Unclassified Bacilli",0,0,0,0,0,0,0,0,1433,0,0,0,0,0,0,0,0,9,0,0,0,0,29,54,3811,1,2,0,0,37,9,87,79,0,0,743,6,0,0,0,0,5,0,0,0,0,0,0,1,0,0,63,810,0,0
"34","Clostridiaceae",0,1,0,0,0,2,0,0,1558,0,0,0,0,0,0,0,0,6,0,0,0,0,3,1,4,4,0,0,0,1,44,388,3,0,0,89759,0,0,0,0,0,0,0,0,0,1,0,22,77,0,0,185,134,0,0
"35","Oscillospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
"36","Peptostreptococcaceae",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,0,37,0,0
"37","Unclassified Eubacteriales",0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"38","Unclassified Clostridia",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"39","Selenomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Unclassified Selenomonadales",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Veillonellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","Peptoniphilaceae",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","Unclassified Tissierellales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Unclassified Bacillota",0,0,0,0,0,0,0,1,241,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,515,0,0,0,0,0,7,11,0,18,0,679,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,64,0,0
"45","Bacteroidaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","Prevotellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","Tannerellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","Unclassified Bacteroidales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","Unclassified Bacteroidia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","Cytophagaceae",0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2556,2617,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2215,6,0,0,0,26663,0,0
"51","Flavobacteriaceae",0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,17,4,372,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,207,0,0
"52","Saprospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Sphingobacteriaceae",0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,312,11,208,144,7,0,2,27,326,621,38,28,0,89,1299,1,0,0,17,4,0,0,0,12,0,181,79,0,3,8,603909,2,1
"54","Unclassified Sphingobacteriales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,1,1,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,48,0,0,0,1,12408,0,0
"55","Unclassified Sphingobacteriia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,0,0
"56","Unclassified Bacteroidota",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,2,9,396,2,14,0,5,22,0,0,1,0,0,0,0,0,0,0,26,1,0,0,0,5704,0,0
"57","Helicobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","Unclassified Campylobacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","Chlamydiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,9,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","Unclassified Chlamydiota",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,24,135,4,0,0,0,0,0,0,0,0,0,0,0,0,626,0,49,0,0,0,0,0,0,0
"61","Unclassified Chlorobiales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Kallotenuaceae",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Unclassified Chloroflexota",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21,0,0
"64","Aliterellaceae",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Trichocoleusaceae",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Unclassified Cyanophyceae",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,0,0,12,0,460,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","Deinococcaceae",0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,9,68,48,0,0,7874,4,0,0,0,0,8,0,0,0,66,0,0,0,0,0,812,296,0,0
"68","Unclassified Deinococcales",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Unclassified Deinococci",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Fusobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Brucellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"72","Chelatococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","Methylobacteriaceae",0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,32,0,0,0,792,2,86,442,26,0,0,2,0,0,0,0,0,0,0,0,914,0,126,315,0,0,0,2236,1,6
"74","Nitrobacteraceae",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,114,230,220,202,207,0,65,2143,6459,4196,1336,590,0,274,41,1,6,58,16,101,1,132,27,1404,0,2162,549,0,37,220,14612,2,141902
"75","Rhizobiaceae",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,193,103,36,0,0,601,1908,1775,197,154,0,339,53,0,1,1,1,27,0,0,4,122,0,941,195,0,2,86,12462,0,51
"76","Unclassified Hyphomicrobiales",0,0,0,0,0,8,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,54,164,111,74,0,0,879,1701,2047,508,341,0,1175,18,0,0,12,0,22,0,9,0,596,0,1938,270,1,0,142,5868,0,2664
"77","Paracoccaceae",0,0,0,0,0,50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,159,13,0,0,0,317,1010,1033,421,109,0,43545,13,0,0,0,0,1,0,0,4,39,0,341,53,0,0,2,2153,0,13
"78","Unclassified Rhodobacterales",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62,12,4,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,113,0,0
"79","Acetobacteraceae",0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,21,0,0,0,12,3,52,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,2,0,124,0,2
"80","Unclassified Rickettsiales",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
"81","Sphingomonadaceae",2,1,0,0,2,43259,2,0,2,0,0,1,0,0,7,0,0,0,2,0,1,0,10,353,888,1356,376,0,4,3844,22098660,9131782,5938,2984,4,4486,936,4,28,59,138,514,48,49,66,2172,160,8485625,618,99,126,683,137429,3,184
"82","Unclassified Sphingomonadales",0,0,0,0,0,1985,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,3,13,98,12,18,0,0,258,60813,50559,247,233,1,48,11,0,1,0,0,0,2,0,0,60,0,48190,12,0,5,3,2943,0,3
"83","Unclassified Alphaproteobacteria",0,0,1,0,0,2336,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1,4,26,53,1,0,0,366,463670,218895,300,114,0,1120,27,0,0,1,2,28,0,2,0,420,5,185821,91,5,4,61,10562,0,1828
"84","Burkholderiaceae",1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,166,1073,291,34,0,35,696,2542,3244,415,359,1,2413,35,0,4,1,6,63,1,9,56,319,0,1329,134,26,63,287,9556,0,68
"85","Comamonadaceae",0,0,0,0,0,0,1,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,392,937,406,289,0,12,1611,4990,5368,1045,494,72,552,125,0,9,45,108,139,11,11,47,524,0,4079,520,156,135,305,17608,9,191
"86","Oxalobacteraceae",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,257,107,177,0,2,775,11661,4089,288,267,1,1182,186,1,4,3,34,84,0,1,1,1940,0,3217,406,48,32,125,77030,1,76
"87","Unclassified Burkholderiales",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,8,82,1,1,0,0,74,832,742,78,24,0,160,15,0,3,58,2,27,1,0,0,29,0,448,198,1,23,15,6668,0,108
"88","Unclassified Betaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,4,5,0,0,52,412,843,15,43,0,164,23,0,1,0,20,69,1,1,0,8,1,189,8,1,7,5,5931,1,4
"89","Colwelliaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","Cardiobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Chromatiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","Enterobacteriaceae",5,10,14,9,18,361,23,7,5323,16,13,15,11,6,9,13,16,10,14,14,9,9,1172132,711,4152,4660,305,2,729,976,867,2285,1035,1200,505,5050268,65,308,5,257,648,619,482,235,224,729,2,1443,533,378,1464,2652,5870,518,84
"93","Erwiniaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,145,213,34,1,1,357,3789,2765,1097,39,1,35228,61,2,1,2,121,83,1,4,1,219,0,1987,58,4,169,155,10338,1,33
"94","Morganellaceae",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,9,0,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"95","Unclassified Enterobacterales",0,1,0,0,2,103,2,1,122,2,1,3,1,0,3,1,0,1,1,1,1,1,96682,9,108,13,4,1,0,188,4029,4209,185,73,38,74083,22,0,2,10,16,37,1,6,0,464,2,2273,154,17,15,183,12254,1,4
"96","Yersiniaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,38,226,4,0,0,270,569,646,199,12,4,24971,6,0,0,0,1,17,2,32,16,196,0,327,54,0,4,18,2486,0,1
"97","Moraxellaceae",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,112,689,133,21,0,0,354,1124,1670,1342,32,1,942,209,0,10,7,36,205,236,74,325,8423,1,591,268,1,51,42,8360,2,6
"98","Alcanivoracaceae",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Marinobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","Pseudomonadaceae",0,0,11,2,2,4,2,0,3,4,0,5,3,1,2,1,1,0,0,0,0,0,120,528,9626,882,1741,2,239,3938,102251,80883,6703,1346,20,23370,831,13,427,232,926,4976,803,3597,1406,55009,31,66271,3254,565,2108,5106,206401,62,791
"101","Unclassified Pseudomonadales",0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,11,2,1,0,0,58,610,383,36,4,0,104,2,0,0,0,0,11,0,0,0,8,0,306,4,0,2,21,1072,0,3
"102","Unclassified Gammaproteobacteria",2,2,1,2,1,29,6,2,110,2,2,1,2,1,1,0,2,0,2,1,0,1,131254,24,1065,80,8,0,3,112,3907,3659,153,29,1,3425,30,0,8,14,24,115,3,77,17,296,4,2112,121,1,17,63,5692,0,9
"103","Unclassified Vibrionales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Vibrionaceae",0,0,0,0,0,3,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,3591,0,1819,0,6,0,0,0,8,160,24,2,0,17,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,127,0,0
"105","Unclassified Xanthomonadales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,0,0,0,24,180,141,3,2,0,23,2,0,0,0,0,7,0,90,0,8,0,90,0,0,0,5,1524,0,4
"106","Xanthomonadaceae",0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,426,543,3254,723,237,0,16,19217,364974,340749,7999,3294,10,81109,1611,25,296,291,1273,4007,49,1385,412,39326,13,237353,12336,1026,1152,13552,1306192,40,204
"107","Unclassified Pseudomonadota",0,0,3,1,2,2811,0,1,23,3,0,3,2,0,1,3,1,1,0,0,0,0,41305,95,2703,17,40,0,9,1501,41559,51596,569,69,100,2359,57,0,4,43,14,88,63,3,4,740,0,43271,1497,118,25,134,25553,6,10210
"108","Borreliaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Desulfovibrionaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Unclassified Bacteria",20,14,21,16,14,1476,15,23,361,33,6,13,16,11,11,13,9,7,9,10,4,5,529754,674,145239,1122,1316,0,4,4376,60495,38354,8889,3008,4,2625,368,4,2,414,68,1383,24,178,134,670,0,19517,97,321,23,396,73116,7,382
"111","[Streptomyces] sp. (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","Plasmodiidae",1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,6798,2,76,0,0,129,13,364,186,0,2,0,6,0,0,114,0,94,0,0,0,4,0,2,4,105,0,0,18,0,0
"113","Sarcocystidae",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Caerostris (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","Trichonephila (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,0,0,0,0,0,929,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Unclassified Araneae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,27,0,0,0,62,4,1074,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
"117","Timema (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
"118","Unclassified Phasmatodea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Unclassified Insecta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,0,2338,1120,79662,4174,3251,0,0,0,0,0,0,0,2,0,0,0,0,0,277,0,0,3,0,82,0,0
"120","Unclassified Arthropoda",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,204,90,11261,492,351,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0
